"Year","SizeGroup","Metric","Mean","SD","Min","Q1","Med","Q3","Max"
2020,"Medium","PTE_bc",0.943455983896163,0.035790891538891,0.865283295774833,0.918375372162746,0.953613104621927,0.971288403730049,0.987177137361335
2020,"Medium","PTE_ci_high",0.959167745701693,0.0395807677584888,0.875636114840545,0.936173157735692,0.963291490128551,0.998834179249385,0.999500014918584
2020,"Medium","PTE_ci_low",0.922327884204242,0.0341719782667573,0.848213857796158,0.89845264186889,0.934218612100989,0.947775212424902,0.974125446765158
2020,"Medium","SE",0.994766105751414,0.00437548922517013,0.985959667640119,0.992385597828644,0.995281768641966,0.998575268085316,1
2020,"Medium","TE",0.955078611509024,0.0410686548481893,0.868162432735531,0.93248939246564,0.957310262547309,0.993751296212359,1
2020,"Medium","TE_bc",0.935969031099561,0.0375541878969035,0.854241918486272,0.908586111138455,0.941964130947101,0.968279834091612,0.985810158940788
2020,"Medium","TE_ci_high",0.953345111151766,0.0411119425522633,0.867033963670232,0.930702406529745,0.955776209860152,0.992361415027017,0.999653234867491
2020,"Medium","TE_ci_low",0.915976332489221,0.0365611139816096,0.841432523523875,0.887181853126224,0.922473903364012,0.94193097324924,0.973241992602664
2020,"Large","AE",0.950098275461928,0.0412876947597754,0.866230725004626,0.919810093849541,0.960694549469439,0.982294157788729,1.00000000000002
2020,"Large","EE",0.923973988988649,0.060732228190009,0.804144701460057,0.885301093364587,0.929694546479955,0.970595112991083,1.00000000000002
2020,"Large","PTE",0.971946398129673,0.0350658863978046,0.89525202027472,0.957785861328383,0.987564250545365,1,1
2020,"Large","PTE_bc",0.950945006241011,0.0302838574136021,0.87946612968536,0.94318025765798,0.96468880856517,0.972496466125588,0.981940370261803
2020,"Large","PTE_ci_high",0.970843740387273,0.0350715056588899,0.893200495956883,0.95680242671633,0.986752045761303,0.998672810970309,0.999502616296217
2020,"Large","PTE_ci_low",0.918897459986467,0.0264142474081966,0.860599471395485,0.897640567066291,0.926350528337798,0.941178445676076,0.958536707313055
2020,"Large","SE",0.972352507824562,0.031970962717671,0.897276719744701,0.961383761407845,0.985767389963343,0.996592273946959,1
2020,"Large","TE",0.944905456782301,0.0429555921514607,0.862486891188094,0.911163381840849,0.944441900895301,0.986057350498452,1
2020,"Large","TE_bc",0.925927298896327,0.0381556155516001,0.846674325024926,0.897478945768853,0.926019706899197,0.961785872074125,0.98813227334857
2020,"Large","TE_ci_high",0.943229768093624,0.0428666021474746,0.861612059709568,0.909206380707518,0.943566991701921,0.983525280285721,0.999481294650391
2020,"Large","TE_ci_low",0.907089338838234,0.0349657405689223,0.83528425179471,0.880386409205074,0.910285605720467,0.934972849984449,0.976709619610118
2021,"Small","AE",0.943493992585264,0.0408550741211759,0.861818484965053,0.920352809270392,0.950538144041245,0.976916698384951,0.999999999999991
2021,"Small","EE",0.914189176471546,0.055380372359338,0.795290618818455,0.87088622543455,0.918741584424377,0.957409182620037,0.999999999999991
2021,"Small","PTE",0.968681117303073,0.0342538441572963,0.89089806355955,0.936831787107019,0.982630137425794,1,1
2021,"Small","PTE_bc",0.946584113455355,0.0291239331634744,0.875672525250905,0.921406504507809,0.956337655059788,0.967428847401645,0.984528367707041
2021,"Small","PTE_ci_high",0.967364068015752,0.0341868992897553,0.890203798394608,0.935710374504609,0.981423729564811,0.998513020212407,0.999428055953326
2021,"Small","PTE_ci_low",0.916738542645271,0.0314383765307792,0.85623804357768,0.894104328089364,0.914506419854462,0.939876036898834,0.972039667302551
2021,"Small","SE",0.971800949418316,0.0250881918549808,0.906776298548174,0.951849865151951,0.980800746120361,0.993468279091789,1
2021,"Small","TE",0.941216187933895,0.037838479681629,0.850795580739658,0.915609097208163,0.932026700043164,0.972316773884903,1
2021,"Small","TE_bc",0.920358129955768,0.0297076101409185,0.838312211148865,0.899926969311769,0.916189202650556,0.942805373627628,0.971785567032167
2021,"Small","TE_ci_high",0.939388371930173,0.0376910343300813,0.848285372877196,0.914167979640934,0.930751224507729,0.969410854199929,0.998720488918117
2021,"Small","TE_ci_low",0.899919293290343,0.0268478237457635,0.824654561317973,0.883272076217464,0.900386986811683,0.908979013550061,0.954616495426377
2021,"Medium","AE",0.935153257606639,0.0387759344209233,0.864859590786105,0.908991564113048,0.930526442110048,0.967646678685402,0.999999999999992
2021,"Medium","EE",0.896261337687194,0.0578390359322578,0.794135457784987,0.859811947129015,0.889510293195849,0.935015827568334,0.999999999999992
2021,"Medium","PTE",0.958070015338122,0.039376729153358,0.876064506352004,0.930083707169829,0.965853658989827,1,1
2021,"Medium","PTE_bc",0.940902651865082,0.0362496966490074,0.865134752413689,0.915848695148533,0.94956592216835,0.973477888166918,0.985979971988862
2021,"Medium","PTE_ci_high",0.95683816960288,0.0392928407476175,0.87462416306383,0.929387129205459,0.963200059012772,0.998562080256594,0.998953483540986
2021,"Medium","PTE_ci_low",0.922770942501178,0.0347411296869359,0.852199244591357,0.894917607045544,0.931927493756814,0.950882575510687,0.973589967005116
2021,"Medium","SE",0.99191524355744,0.00864847299259051,0.965243048227521,0.987528125923097,0.995307719481532,0.999384871298664,1
2021,"Medium","TE",0.950339722118412,0.0403572421669636,0.875878148618755,0.921282837866023,0.95380765377819,0.985046776104001,1
2021,"Medium","TE_bc",0.931533308522632,0.0373439248942965,0.859388753839527,0.902433264677079,0.93507102811732,0.961231821484143,0.984068142819624
2021,"Medium","TE_ci_high",0.94808750963821,0.0401149407391865,0.873597578561788,0.919135281429688,0.951487564860667,0.983300728892527,0.999020104788033
2021,"Medium","TE_ci_low",0.913232526956728,0.0369852715612439,0.835797577372037,0.883015994058536,0.913324048693428,0.941455708235823,0.972777597312454
2021,"Large","AE",0.931465302297889,0.0549734444428335,0.803744701414614,0.894864141054057,0.943453873463294,0.979187131187292,0.999999999999992
2021,"Large","EE",0.885705352999741,0.0764478267357384,0.752452080752562,0.831625663278261,0.880109420680251,0.944017818116579,0.999999999999993
2021,"Large","PTE",0.950413237110069,0.050507660088079,0.839470686892004,0.916319381770994,0.959074273122941,1,1
2021,"Large","PTE_bc",0.927458563903217,0.0432253068613795,0.823306539297932,0.90145422894031,0.942991424610407,0.96035072912015,0.976522968311746
2021,"Large","PTE_ci_high",0.949071434922403,0.0505282698393491,0.838665688765722,0.914983057748103,0.958615603619158,0.998240698980288,0.999536779213709
2021,"Large","PTE_ci_low",0.895882667448071,0.0356682625336693,0.801733539827252,0.882001148508378,0.899009579858254,0.923384228249505,0.944101094482662
2021,"Large","SE",0.984817385069641,0.0213333271969843,0.916928387557798,0.974866133429326,0.993623825775852,0.999069970157307,1
2021,"Large","TE",0.935689654390423,0.0486975101207514,0.837161939564263,0.897440525366985,0.936589241716911,0.969322330981157,1
2021,"Large","TE_bc",0.91530336307126,0.0419850767399922,0.826105910958431,0.886049652888313,0.914768994434846,0.950986690791421,0.978501396156439
2021,"Large","TE_ci_high",0.93355422119781,0.0485723372427119,0.83458437028074,0.896000621857559,0.933889670011006,0.967553513103816,0.998528079250397
2021,"Large","TE_ci_low",0.895789591169536,0.0377622585999315,0.816206038496727,0.870698527348052,0.9025717349954,0.921643979934719,0.963041254590031
2022,"Small","AE",0.920674334140821,0.0587895589272098,0.809157979760705,0.883924783783994,0.920839399958774,0.970416458520864,1.00000000000001
2022,"Small","EE",0.875234382617487,0.0678560088237081,0.766140169218359,0.827896962006697,0.864179370593715,0.908357569484216,1.00000000000001
2022,"Small","PTE",0.950983759684005,0.0467334913701022,0.850538597847948,0.909760824360503,0.958610476698399,1,1
2022,"Small","PTE_bc",0.925950006547292,0.0398683167235458,0.837749679537974,0.890655067876061,0.939560230323332,0.956853567750944,0.979235968168922
2022,"Small","PTE_ci_high",0.949549004255536,0.0466499379228827,0.849397873857124,0.908034541913826,0.956945257986101,0.997950349592633,0.999033007393723
2022,"Small","PTE_ci_low",0.894629764185321,0.037901185107324,0.817837776122061,0.869865291928395,0.899120382445072,0.925813203300152,0.956174553639938
2022,"Small","SE",0.975702640875695,0.0225588035165738,0.9275708727763,0.958460247667161,0.981172507751008,0.994443173517494,1
2022,"Small","TE",0.927649830966144,0.0461308718607442,0.82561249086435,0.899359134339186,0.930249014649469,0.957433139764748,1
2022,"Small","TE_bc",0.905886982852166,0.041422259610887,0.805072254163793,0.882125473172813,0.911665396340521,0.935906576910538,0.973206329387465
2022,"Small","TE_ci_high",0.925137451457416,0.0458524677216577,0.822867881577624,0.897720763843405,0.927352277416536,0.954547151814383,0.997582785746688
2022,"Small","TE_ci_low",0.885270323860815,0.0387551774840799,0.790209158568151,0.862237157893143,0.886445808897098,0.910176183203573,0.955587549492032
2022,"Medium","AE",0.923803313725927,0.0557860171123778,0.792882131467668,0.882050673060044,0.941096086512174,0.969157769477492,1.00000000000001
2022,"Medium","EE",0.871210276257812,0.0586009717512461,0.776750457597929,0.832863300191213,0.859499374744353,0.905427082818038,1.00000000000001
2022,"Medium","PTE",0.943849601327632,0.0459647237643987,0.851674680005957,0.912007522094171,0.945573718203537,0.991195705634627,1
2022,"Medium","PTE_bc",0.922934489511866,0.0427169734740023,0.833161351820042,0.894162612036224,0.924529569606864,0.959585708513902,0.982892021195953
2022,"Medium","PTE_ci_high",0.942444084138665,0.045984700765992,0.850052357006901,0.910147390060525,0.944143705527921,0.989652359036937,0.999284980147708
2022,"Medium","PTE_ci_low",0.898740546364002,0.0413829779067237,0.812822933683347,0.873113133462526,0.893455134914417,0.938186016842784,0.965997588619443
2022,"Medium","SE",0.994982391772026,0.00538528170079534,0.976004854507291,0.993546915490767,0.995409208713794,0.999172689753489,1
2022,"Medium","TE",0.939135307446717,0.0464633070220813,0.847625600840768,0.90645700515841,0.942069809887262,0.979409997167692,1
2022,"Medium","TE_bc",0.91477215999035,0.042956012921044,0.824434157310073,0.884446838609315,0.912998432493258,0.949332596437322,0.979687883302777
2022,"Medium","TE_ci_high",0.936608003096239,0.0461933976808382,0.846388677413692,0.904800609746599,0.940001283936239,0.976950225371218,0.999047045763641
2022,"Medium","TE_ci_low",0.891984034083,0.042044528983044,0.806660803079666,0.866042018446093,0.888080300365203,0.926504182247253,0.967337547673716
2022,"Large","AE",0.942807174476538,0.0498211547963635,0.834822911773049,0.909493945615528,0.945657142042552,0.988370111559482,1.00000000000001
2022,"Large","EE",0.904230960850046,0.0711633712175716,0.765960853376277,0.860429403710677,0.906407088948726,0.963920159376178,1.00000000000001
2022,"Large","PTE",0.958762646862114,0.0496717860477466,0.837874913175035,0.927295508154506,0.976409651996907,1,1
2022,"Large","PTE_bc",0.931933831594263,0.0429304973605582,0.821162768782188,0.9111547677259,0.949112882135963,0.962441395086419,0.979099247139516
2022,"Large","PTE_ci_high",0.957406224392871,0.0495847027903505,0.836379947827084,0.925379803795895,0.974702816704138,0.998561083098938,0.999298892564075
2022,"Large","PTE_ci_low",0.897019048489596,0.0385367629949315,0.804623598748052,0.873767054632002,0.90147676201183,0.923411782901947,0.962273955155645
2022,"Large","SE",0.972577722689808,0.0290518691756892,0.903080741358619,0.954328817208654,0.984299781927129,0.997207308954671,1
2022,"Large","TE",0.931920977589361,0.0462276052089454,0.835152400755607,0.902024574421009,0.936703491605077,0.962760275917858,1
2022,"Large","TE_bc",0.90878336259718,0.0410560233334007,0.820409525439808,0.883949188618324,0.915010474118067,0.938035904515373,0.970075602763323
2022,"Large","TE_ci_high",0.92936129188896,0.0459578286232588,0.833072375169831,0.900262190974661,0.934349497964767,0.959697909249422,0.998898537108571
2022,"Large","TE_ci_low",0.888804829344218,0.0395344220101873,0.807762277654258,0.864674369508633,0.884628057245481,0.923092889501472,0.944332138068477
2023,"Small","AE",0.93351359311123,0.0461522017901156,0.831802114878787,0.914200415732516,0.928404263649001,0.972843370631514,1
2023,"Small","EE",0.898192058484474,0.0645709972022061,0.777078033955203,0.858934658872351,0.891305689653166,0.956400200550343,1
2023,"Small","PTE",0.961720009456565,0.0400926515375716,0.866605622125857,0.932467186251887,0.968621614792268,0.999999999999981,1
2023,"Small","PTE_bc",0.937147135508315,0.0345096362443045,0.854354292282711,0.916139952630509,0.950492234473359,0.961597347370427,0.981250628560078
2023,"Small","PTE_ci_high",0.960448080256995,0.0400524595027308,0.865365526796919,0.931382395687126,0.9675046590537,0.997415363763717,0.999415518576408
2023,"Small","PTE_ci_low",0.906006823893492,0.0351848282954811,0.840231649572069,0.882308542753788,0.90551305232594,0.932435036816845,0.960827799291611
2023,"Small","SE",0.972520425199895,0.0176014218538512,0.930885246917905,0.964799769225845,0.97283070054185,0.983341962674234,1
2023,"Small","TE",0.935483007906258,0.0465336226052065,0.834511925954716,0.900555686637302,0.948663156571094,0.971483022861878,1
2023,"Small","TE_bc",0.915755607942247,0.0421964170252633,0.822058943284586,0.88673723198763,0.928735777064792,0.948847441153124,0.969745817296281
2023,"Small","TE_ci_high",0.933394281663245,0.0466091244955524,0.832965309617057,0.89855416614552,0.946791615913424,0.969572204342447,0.998115700055709
2023,"Small","TE_ci_low",0.895242170730841,0.0394623771975512,0.812350143611024,0.867206914098371,0.911278394097763,0.923209830797577,0.948842450110212
2023,"Medium","AE",0.91849698153455,0.0484239116161535,0.819277014727052,0.879016015294758,0.919195016308224,0.962511393306168,1
2023,"Medium","EE",0.866579530887276,0.0635658507507042,0.752510752747792,0.828374984843363,0.851000692019882,0.891244475425917,1
2023,"Medium","PTE",0.943449329712942,0.0462035992830907,0.856083097070143,0.910867925942749,0.937756714241734,0.993231599515303,1
2023,"Medium","PTE_bc",0.922908198868887,0.0405656242462371,0.84538811343931,0.89404523416272,0.920714813393276,0.959453867566544,0.977863560514259
2023,"Medium","PTE_ci_high",0.942079595095654,0.0461039968604256,0.854000346315322,0.910070391264391,0.935884639022823,0.991914826018747,0.999052559930275
2023,"Medium","PTE_ci_low",0.898824554301848,0.0361549534099694,0.830324855363985,0.873999772884407,0.896639206435999,0.932118881413834,0.958409512272467
2023,"Medium","SE",0.993332208980106,0.00969636199008859,0.951110609595401,0.992431762006993,0.995523778198989,0.999256898993402,1
2023,"Medium","TE",0.937390117474908,0.0512127942234,0.830215445655329,0.904849489646988,0.933084627884201,0.983558516341411,1
2023,"Medium","TE_bc",0.916107387529427,0.0456474425813017,0.811792495158557,0.887496210607827,0.91281239824494,0.955545143460072,0.980157683256127
2023,"Medium","TE_ci_high",0.935294902668617,0.0507820883402417,0.828534363710616,0.902553669726522,0.930758478810611,0.981713197286953,0.998144640318082
2023,"Medium","TE_ci_low",0.89394121133047,0.043951960461017,0.787389134846797,0.866593588579815,0.887885688004803,0.927053951366163,0.968201639219288
2023,"Large","AE",0.939853615586805,0.046729869233017,0.8498832597861,0.899219857084382,0.938267725274685,0.980819341538579,1
2023,"Large","EE",0.896397357293835,0.0722530710330773,0.744039942812859,0.851087245626618,0.878713523622113,0.965728975364939,1
2023,"Large","PTE",0.953409014745014,0.053586226277617,0.835891368772778,0.915594126432566,0.97365304801637,1,1
2023,"Large","PTE_bc",0.926929785759614,0.0466155617614394,0.818026396840573,0.89742116196401,0.949793064915455,0.960292364422688,0.977975943276904
2023,"Large","PTE_ci_high",0.952229689453734,0.0534232259003278,0.834885677971628,0.915095332406941,0.972419844395136,0.998670510493061,0.999108821382328
2023,"Large","PTE_ci_low",0.891094234414537,0.0421361043949743,0.79694963133199,0.869291013337926,0.893995170391336,0.927856312182593,0.95609101305506
2023,"Large","SE",0.98925166234774,0.0177662199433864,0.931339081342737,0.988122184379718,0.997311631869984,1,1
2023,"Large","TE",0.943304124825012,0.058157094939085,0.822021628823862,0.902789666651278,0.963487609727985,1,1
2023,"Large","TE_bc",0.92185628923587,0.0533052282149476,0.808123263834525,0.885331993793068,0.950082680761675,0.964536127720038,0.981048402807337
2023,"Large","TE_ci_high",0.941554869521462,0.0579828269601331,0.821283798861822,0.900841150086552,0.961292582002406,0.99762502666762,0.99910582651124
2023,"Large","TE_ci_low",0.899388733326694,0.0507639072187741,0.794215946738158,0.869065506021289,0.915921365812268,0.940469466525452,0.962233813587507
2024,"Small","AE",0.944769864108463,0.0441669828936266,0.835663621203174,0.911653310867882,0.958387987412834,0.97860893407817,1
2024,"Small","EE",0.904204387586118,0.062267162907354,0.766981616701599,0.864780516050656,0.903704748671184,0.954251167649161,1
2024,"Small","PTE",0.956865489339566,0.0438873804081076,0.866461727959044,0.919400266964582,0.967947231244459,1,1
2024,"Small","PTE_bc",0.932980416040066,0.0367835842987826,0.848925448192283,0.904168220084748,0.948704207838052,0.962636388719654,0.979315630437128
2024,"Small","PTE_ci_high",0.9554977035352,0.0438182863224317,0.864059766917915,0.918626558891219,0.967147951597932,0.998175535844621,0.999243791860929
2024,"Small","PTE_ci_low",0.899966687013656,0.0301659165241958,0.828255193403282,0.881364557973818,0.896789041000172,0.917212605632385,0.95456408340925
2024,"Small","SE",0.981792683569164,0.0221253752075151,0.909661933933928,0.974042974585249,0.989082612907488,0.998530312586484,1
2024,"Small","TE",0.939326165463898,0.046059416105255,0.863596999919809,0.90591034230541,0.930011800238601,0.990842216441031,1
2024,"Small","TE_bc",0.920430342234114,0.0407168310962578,0.849624180395912,0.889701182323302,0.914341480279137,0.962148520709021,0.981705046008108
2024,"Small","TE_ci_high",0.937465773054737,0.0458054603033588,0.8623755622145,0.904087635684964,0.92773754208512,0.988778535915933,0.999082533771727
2024,"Small","TE_ci_low",0.900918860502322,0.036479741647016,0.835240595777772,0.872593541405372,0.900794931002649,0.928125204598076,0.965081373146264
2024,"Medium","AE",0.949619514916602,0.028436804550355,0.8699192868581,0.934207586428598,0.949219694062921,0.964057923995943,1
2024,"Medium","EE",0.900271446601023,0.0574406327406658,0.803057607870677,0.859540796105994,0.913781853210043,0.946634799651104,1
2024,"Medium","PTE",0.947616485528222,0.0451091825555527,0.861655903633652,0.906198369173676,0.95283148864615,0.993343839501462,1
2024,"Medium","PTE_bc",0.929197831874066,0.0411588421763215,0.844123682402938,0.894349180457021,0.937068774024833,0.959402325612603,0.984072416722366
2024,"Medium","PTE_ci_high",0.946309237499488,0.0452104013256798,0.859501188667288,0.904309587560092,0.952018581911283,0.990954030831693,0.999278110599623
2024,"Medium","PTE_ci_low",0.907478932268428,0.0399265272385407,0.820396180071837,0.873591721094637,0.909221124506784,0.940874846032079,0.971310376556866
2024,"Medium","SE",0.993934063913011,0.00701091257628593,0.971762107575635,0.991314449554718,0.996341607842914,0.998512103257607,1
2024,"Medium","TE",0.9419735152863,0.0474288067578897,0.844738782537268,0.897765906339295,0.949471491129113,0.983406415064589,1
2024,"Medium","TE_bc",0.923278095272773,0.0438441806573064,0.821665042917308,0.885557011331247,0.931115668697371,0.957633004311097,0.983604161102912
2024,"Medium","TE_ci_high",0.940172213438454,0.0475268120082037,0.843441530136081,0.897146851883888,0.94730872009481,0.982462600051196,0.999099005352868
2024,"Medium","TE_ci_low",0.903564864765131,0.0441790907137353,0.796554809367821,0.871090306674553,0.905572641880825,0.93674438142289,0.971350249775401
2024,"Large","AE",0.943745519998507,0.0394695355031155,0.853868963479177,0.923234715345875,0.944741523958811,0.971183470690194,1
2024,"Large","EE",0.9092132801306,0.0666953769878274,0.741556452831055,0.881845320248057,0.917788340273634,0.959348092745439,1
2024,"Large","PTE",0.962935260378597,0.0501961601384382,0.845300809456922,0.935935428473457,0.992746895410306,1,1
2024,"Large","PTE_bc",0.938002701094831,0.0438221730262481,0.831360363031415,0.919210616257192,0.955554651332044,0.968019590932213,0.982370904946341
2024,"Large","PTE_ci_high",0.961552301142014,0.0502431204735432,0.843702556320211,0.934692766676026,0.991251427056426,0.998673531870359,0.999548626620375
2024,"Large","PTE_ci_low",0.903794199670157,0.0399455122221564,0.812846690877678,0.886416195976184,0.901024341402551,0.936873309338673,0.964620701141771
2024,"Large","SE",0.980642324712097,0.024566775839229,0.91033969804354,0.971142070801472,0.992917831804807,0.999497471111191,1
2024,"Large","TE",0.944030444722467,0.0503750184701851,0.841970751519666,0.908396382294726,0.954170803198815,0.999497471111191,1
2024,"Large","TE_bc",0.924745424767202,0.0466444621601172,0.823793884252412,0.887383349884539,0.939363933147237,0.962178285253867,0.985308764453479
2024,"Large","TE_ci_high",0.942361418065465,0.0502091439109452,0.840083043092829,0.907570907177772,0.952403554379367,0.99659571548323,0.999195819825933
2024,"Large","TE_ci_low",0.904538949253451,0.0448498616616093,0.803718888194006,0.864014534068979,0.914919667809677,0.940503406334727,0.969619944215203
