"Year","Hospital","SizeGroup","TE","PTE","SE","EE","AE","TE_bc","PTE_bc","TE_ci_low","TE_ci_high","PTE_ci_low","PTE_ci_high"
2019,"H034","Small",0.909558408884089,1,0.909558408884089,0.981474677071372,0.981474677071372,0.893866617076682,0.978926797778818,0.877085942035573,0.907310696324473,0.950649863976874,0.998048158893104
2019,"H035","Small",0.861917471867462,0.882532221907449,0.976641362742051,0.806158565836265,0.913460773243933,0.848631267902461,0.869184148763963,0.839353187326231,0.858502932097038,0.854381254680103,0.881511107803365
2019,"H036","Small",1,1,1,0.877263355797432,0.877263355797432,0.974297011107975,0.976412711665701,0.952992422320555,0.998556367665577,0.947187864247617,0.998821471814177
2019,"H037","Medium",0.92226941025401,0.928736888460847,0.993036264320721,0.775982233596419,0.835524294595877,0.910984552552525,0.918201986253827,0.897832009363318,0.921178863863842,0.906889448486767,0.927483742488343
2019,"H038","Medium",0.957818061992826,0.958487355913378,0.999301718571014,0.853302524478236,0.890259552422674,0.936691976027296,0.940142894139024,0.916001491438201,0.955307084848748,0.919509936977728,0.956479671810577
2019,"H039","Medium",0.934135795722297,0.936370501109774,0.997613438927403,0.878972067269321,0.938701151122953,0.912679355706503,0.915553811310645,0.891163523099639,0.93271191646632,0.887802388151416,0.934842969316871
2019,"H040","Medium",0.914408423128822,0.918498936641451,0.995546523409612,0.810971704250252,0.882931565730082,0.898000476875421,0.900145641325017,0.878221651168989,0.91348056238322,0.876510269398681,0.917221596557947
2019,"H041","Small",0.912775020616482,0.92217756980443,0.989803971061731,0.890101461627043,0.965216993746454,0.894846645574939,0.90134749723776,0.874753689799014,0.911417028845444,0.866316086816936,0.920662649974193
2019,"H042","Small",1,1,1,0.984889280295628,0.984889280295628,0.956658139649901,0.954436946810526,0.911365429126976,0.997865277542325,0.868872641090084,0.998535008675803
2019,"H043","Medium",0.908088906732607,0.91298168952608,0.994640875222796,0.743118228151115,0.81394647524296,0.883948256658916,0.893430302754492,0.861022629413977,0.906191471897601,0.874316986403712,0.911701604664154
2019,"H044","Small",0.926760205749199,0.996453628970545,0.930058538405498,0.847219571338033,0.850234819470035,0.90667720669671,0.971266395874451,0.885072314629876,0.923992567887727,0.933543779808138,0.994700519230401
2019,"H045","Large",1,1,1,0.999999999999986,0.999999999999985,0.978061962559684,0.94553979384846,0.959695370360798,0.997978253298995,0.876174787320687,0.998059168398963
2019,"H046","Large",1,1,1,0.822707808645729,0.822707808645729,0.947488280990035,0.948723018509722,0.910307565741304,0.99756260842748,0.893019456018916,0.998190221741781
2019,"H047","Medium",0.88780962963234,0.893977432186932,0.993100717834113,0.782578680536197,0.875389749629114,0.872754354029977,0.877915722072358,0.859560241042064,0.885854537533252,0.85948925771652,0.893012477402668
2019,"H048","Small",0.960731658081803,0.983731050217344,0.976620243784661,0.787092251319023,0.800109187511286,0.940447144148985,0.961473604896956,0.919558646529069,0.959515681339534,0.928532762663637,0.982935364385889
2019,"H049","Large",0.905029816299201,1,0.905029816299201,0.937814044206053,0.937814044206053,0.88053716563504,0.948559769385938,0.844200727386852,0.902507799577637,0.879320735279098,0.998553141062219
2019,"H050","Medium",1,1,1,0.868148249392948,0.868148249392948,0.949001974614526,0.962228618528451,0.913896132185448,0.996003176564256,0.918706873566439,0.998753368458603
2019,"H051","Medium",0.934619114001404,0.940792793629963,0.993437790265444,0.83001579522378,0.882251438195269,0.919396098706697,0.926906390611286,0.906949366526271,0.932726025025246,0.907730175055705,0.939463747139823
2019,"H052","Medium",1,1,1,0.916572768082697,0.916572768082697,0.978729385963236,0.980176485562916,0.965615003906507,0.996540210013854,0.964733030557945,0.998799390041109
2019,"H053","Large",0.9412452305969,1,0.9412452305969,0.999999999999997,0.999999999999997,0.923620466597162,0.952566841435825,0.907889268727035,0.939918434713172,0.894181665711871,0.997919103906199
2019,"H054","Large",0.856512545536615,0.862583445698523,0.992961956095747,0.760731152734781,0.881921808873503,0.83763350084063,0.844418199682556,0.818436247827559,0.853288412726257,0.82661887835934,0.861591325688217
2019,"H055","Large",0.86333895626959,0.895654728791841,0.963919386027424,0.814820778020944,0.90974875901126,0.848408995270809,0.885115326695758,0.834813878801942,0.86130550945574,0.871563687228192,0.893854270693128
2019,"H056","Large",0.897670776642448,0.90777477646921,0.988869486034783,0.843514014915204,0.929210677340091,0.885249360183184,0.89204392910279,0.87165424423924,0.896442634922133,0.877983628709947,0.906658948663251
2019,"H057","Medium",0.993242280944417,0.994585016769621,0.998649953696703,0.825120520306609,0.829612860031385,0.972922003230473,0.975124705663145,0.954165897118211,0.99262932943184,0.946779617131785,0.994004913531683
2019,"H058","Small",0.881532174300664,0.897108231608162,0.982637482570441,0.817920022389841,0.911729480983173,0.870935471259236,0.884221255565533,0.863107589433557,0.878728681821694,0.869948591205688,0.896427077653619
2019,"H059","Large",0.951437433281365,0.967190609697757,0.983712438625396,0.846221414106838,0.87492724352574,0.931054727873432,0.947245685934587,0.911743798139609,0.949630690079239,0.925141533011183,0.965520757334538
2019,"H060","Large",1,1,1,0.777909695641887,0.777909695641887,0.957627625791329,0.961529925041722,0.932064960942296,0.99789467984026,0.919128322672283,0.998614384769204
2019,"H061","Medium",1,1,1,0.999999999999999,0.999999999999999,0.955703146420888,0.95235656231042,0.902187826699815,0.995720227599325,0.888790676686009,0.999428842530088
2019,"H062","Small",0.934533891103418,0.951477442789515,0.982192376903416,0.872844256610289,0.917356752096307,0.918951476386838,0.933990776982097,0.905210646898823,0.932402359455715,0.911880381524381,0.950711792374245
2019,"H063","Medium",0.917816827290362,0.928499485746277,0.988494707191648,0.820952632468431,0.884171337810267,0.896932364145899,0.910417590262353,0.877276470588164,0.915830587535488,0.889729993772125,0.926957918846431
2019,"H064","Small",0.995852583497842,1,0.995852583497842,0.944489927601049,0.944489927601049,0.971984475680944,0.954570795409605,0.947907013937809,0.993068403630366,0.892371441325602,0.998028304967527
2019,"H065","Medium",0.912746005918295,0.920044589247334,0.992067141729501,0.760244160365172,0.826312299697463,0.895753877269131,0.903768115765999,0.881115786625742,0.911059193193641,0.887105682235338,0.918272224605716
2019,"H066","Large",1,1,1,0.955911382096023,0.955911382096023,0.956044016976253,0.95678354779244,0.914626472756471,0.998750179544331,0.905136157108548,0.999270457760523
2019,"H067","Small",0.857349469502795,0.987325088352473,0.868355802579103,0.986027082420123,0.998685330751074,0.830088801712292,0.962981302177923,0.788376001513026,0.856393970847765,0.924884296455866,0.985711611764592
2019,"H068","Large",0.958146066244571,0.972907608642341,0.984827395462177,0.796649997347817,0.818834173225878,0.942260145433303,0.960162626429784,0.929971656708866,0.955522142830049,0.945214714010295,0.971830707167198
2019,"H069","Medium",0.959590040750972,0.964621152703316,0.994784364889527,0.832456747631637,0.862988278142882,0.945882655884031,0.951975081044829,0.930457104695593,0.958220751027316,0.941161058341648,0.96342179733619
2019,"H070","Medium",0.926902553826079,0.934788710181937,0.991563701754247,0.795300283829489,0.850780796951111,0.911231631334338,0.918207860617585,0.896404961238844,0.924767053694718,0.902691330404204,0.932371996215201
2019,"H071","Large",0.922449360766846,0.925683305434742,0.996506424336586,0.881689715949894,0.9524744702356,0.901140175409643,0.904759713867602,0.882512595861812,0.921726681585235,0.864623360561469,0.925262387676782
2019,"H072","Large",0.902925944699049,0.905565071296628,0.997085657694592,0.768788887931621,0.848960403067264,0.883746732790953,0.886993647587085,0.865571692592692,0.901752768199117,0.867733097889821,0.904959195249062
2019,"H073","Medium",0.783289824859721,0.821437901242107,0.953559391008497,0.781212740857575,0.951030795725756,0.766677398654231,0.804308252836753,0.743847695957949,0.780910179030668,0.784516735570521,0.819345868696245
2019,"H074","Small",1,1,1,0.901750147987355,0.901750147987355,0.97052579009361,0.958602530351597,0.946051658248879,0.996826446724033,0.903240685142054,0.998925100869002
2019,"H075","Medium",0.952900380166495,0.954928298645568,0.997876365710442,0.793178841951903,0.830616123825125,0.935252036826048,0.937835283482349,0.905878307939804,0.950751975042174,0.90799538847995,0.953325781735879
2019,"H076","Small",0.822881720144354,0.865452216588111,0.95081126880513,0.813401461026474,0.93985715841501,0.803724406106633,0.849511038495234,0.786313995217942,0.82195017749747,0.827621991932892,0.864051906664674
2019,"H077","Large",0.881338018057156,0.887973004291011,0.992527941500708,0.86490172733222,0.974018042387211,0.858433250240176,0.86550103735545,0.832550408083502,0.879914488774913,0.833259959861701,0.886886614256391
2019,"H078","Medium",0.835973156119738,0.864364149675065,0.967153897386883,0.851761561714739,0.985419816445344,0.815494285218333,0.843966019476671,0.791000480988364,0.833138205733705,0.807143625644972,0.863082816081804
2019,"H079","Large",0.946531153947864,1,0.946531153947864,0.897253608553917,0.897253608553917,0.920671177099035,0.96341584759568,0.894188216869833,0.945033986438654,0.897988079748728,0.998309723041074
2019,"H080","Large",0.906323830002142,0.916906669626039,0.988458105961632,0.842458011755046,0.918804541032124,0.879269906188979,0.893497787249336,0.844567676684808,0.904442435944483,0.849543967635837,0.915926524271231
2019,"H081","Medium",0.908762968773861,0.923036012730637,0.984536850393787,0.713086309977511,0.772544407956492,0.889727072191133,0.907926698621064,0.868938710135792,0.906645823147398,0.891417378390734,0.921378683243382
2019,"H082","Large",1,1,1,0.878688978095866,0.878688978095866,0.964499587894161,0.966841020244407,0.937560700116502,0.997947948710012,0.93658865892714,0.997761087650932
2019,"H083","Large",1,1,1,0.961673784374999,0.961673784374998,0.972823708828699,0.971503814562812,0.954376620386009,0.998162357363905,0.92917731497623,0.99945297859539
2019,"H084","Medium",0.980107841565082,0.981578326069462,0.998501918323453,0.843938632485029,0.859777167110459,0.956934337187728,0.962357895670625,0.940731743378992,0.977021032565334,0.94348699251333,0.980745924925863
2019,"H085","Small",0.973390250940477,1,0.973390250940477,0.971702193646426,0.971702193646426,0.950328078448964,0.952969248269011,0.923789866088193,0.971162813697852,0.908813386855099,0.998687939060954
2019,"H086","Large",1,1,1,0.912197241752606,0.912197241752606,0.951141973751498,0.959746637253221,0.916978869500892,0.996745587593727,0.905221926444348,0.99926173268999
2019,"H087","Small",0.975850485682171,0.984880720690334,0.990831138412545,0.873313450857903,0.886720018486879,0.957160485855774,0.966256623785293,0.934232851750882,0.972588881204293,0.930921467216554,0.983441671310926
2019,"H088","Medium",0.881781558959122,0.884288019900921,0.997165560444797,0.830023656130361,0.938634966719735,0.861912811615314,0.867630255796662,0.846500438431807,0.879399942541295,0.847166284753044,0.883414967113897
2019,"H089","Medium",0.89813468532924,0.903236383487051,0.994351757467835,0.793274924251697,0.878258381476137,0.886823606444711,0.892933262613627,0.877127594033927,0.89686702775879,0.884578522387122,0.902225185501119
2019,"H090","Large",0.869838798285397,0.870065742926017,0.999739163801741,0.802496815410635,0.922340434542165,0.855624531435262,0.852744677108212,0.83809606564322,0.868253887538649,0.830488083811838,0.868873480623237
2019,"H091","Small",0.860605632205255,1,0.860605632205255,1,1,0.845414847205286,0.955437097596312,0.830829634534684,0.859161715408842,0.874196108635243,0.999301711948343
2019,"H092","Medium",0.929513939298964,0.935697802189698,0.993391175146224,0.782817442334731,0.836613531102456,0.91180856258219,0.919331737668737,0.891891098186056,0.925785469793992,0.896185773589618,0.934840894391731
2019,"H093","Large",1,1,1,0.961862713023992,0.961862713023992,0.973176461889178,0.964156885759436,0.955983014665529,0.998082431857262,0.920354546949535,0.999330914281922
2019,"H094","Large",0.944836533998501,1,0.944836533998501,0.999999999999982,0.999999999999982,0.929958402331398,0.951296459759429,0.918711627249518,0.942889158871986,0.863967207323117,0.999698115403338
2019,"H095","Medium",0.872995304258692,0.889732179396895,0.981188861630757,0.72879407746655,0.819116240080878,0.857785138464393,0.877343038566673,0.843540397153934,0.871029152041888,0.865899350444016,0.888771039590898
2019,"H096","Small",0.897043847121814,0.917250186557564,0.977970743716516,0.813875765486819,0.887299645630263,0.885238682575181,0.905706241539639,0.875448651926477,0.894645367703073,0.893654058966323,0.915811507733927
2019,"H097","Small",0.931833775333638,0.93786150274094,0.9935729024065,0.870317043530932,0.927980347831096,0.91805359288754,0.923327690264636,0.905986773109611,0.929879390086711,0.904059794470069,0.937436363079815
2019,"H098","Large",1,1,1,0.999999999999999,0.999999999999999,0.962731562458883,0.965417983389317,0.924998943965058,0.997276661701252,0.893371243462585,0.999366700962936
2019,"H099","Large",0.959506706057638,0.978282738080877,0.98080715186688,0.86375658301049,0.882931436268562,0.938315939846022,0.957482650291092,0.918957209396818,0.957452531391944,0.926871165090836,0.977024650593335
2019,"H100","Large",0.971268229009047,0.984097907594479,0.986963005930179,0.908393821815793,0.923072607720774,0.957692789697773,0.968835396781862,0.949379598592164,0.96831856252324,0.951712707301233,0.982904864778788
2020,"H001","Large",0.919684452937573,1,0.919684452937573,1.00000000000002,1.00000000000002,0.904626343075782,0.980124798497849,0.882402330333231,0.917404325255473,0.956911784128188,0.999463910803718
2020,"H002","Large",0.9244621812174,0.929299274423059,0.994794902633856,0.814006667732359,0.875935976854951,0.909417978040769,0.915368012934916,0.896718538186037,0.923827142473774,0.89679753169696,0.928683229633727
2020,"H003","Small",0.88506729671336,0.911835395367568,0.970643716190226,0.822238790749599,0.901740374333844,0.87362479534447,0.900871777706831,0.863366686441189,0.882687498608807,0.885339730243591,0.910892016290106
2020,"H004","Large",0.936091271003982,0.955117071688287,0.980080137557719,0.887169332322342,0.928859255707953,0.923694894006366,0.941214738837575,0.912241919230865,0.934755007018628,0.926572712845175,0.954422199436439
2020,"H005","Large",0.987069076845575,0.993398396569622,0.993628618944923,0.965931230522822,0.972350301609456,0.965423762810621,0.974698313985609,0.943783237927702,0.985682229346944,0.94259267700189,0.992017187372249
2020,"H006","Medium",0.94639081649468,0.957190186329217,0.988717634187254,0.818571115245924,0.855181265893572,0.933657429398678,0.947413661137376,0.923605467670858,0.945726474078725,0.938680317014842,0.955953217311837
2020,"H007","Small",0.900337406613318,0.917830454637535,0.980940872101346,0.827234419022981,0.901293277906831,0.886855396184273,0.904995760357296,0.877288297428681,0.899146481414019,0.894656789014328,0.916822127566691
2020,"H008","Large",0.998389645260063,1,0.998389645260063,0.997110534350228,0.997110534350228,0.987799934373671,0.974011546750462,0.978634411662334,0.99664213365785,0.943631445872139,0.998652499848595
2020,"H009","Small",0.91942842214285,0.949726755086796,0.968097842056501,0.856402272521121,0.901735439097801,0.906452543639033,0.934370780558817,0.896409735605203,0.918335888830441,0.915626073211256,0.948958303702771
2020,"H010","Large",0.980926492820815,0.987564250545365,0.993278657342158,0.955873066852096,0.967909749997767,0.964270416124663,0.971244212228329,0.948916233665526,0.977501977215678,0.948077729667845,0.986807517903295
2020,"H011","Medium",0.918267646480272,0.919617729219016,0.998531908753117,0.863009103702272,0.93844330778092,0.90575595749036,0.908260385762395,0.892994591497026,0.91675160767644,0.897611115222265,0.919218385432005
2020,"H012","Medium",0.950912547009982,0.9543593994949,0.996388307710133,0.826002384456446,0.865504530990748,0.931219670017654,0.939190848932291,0.91292155838159,0.949506265707672,0.91640580907125,0.953294263968935
2020,"H013","Small",0.960266140237717,0.991132868393586,0.96885712386282,0.842523763679146,0.850061369717964,0.944237144998727,0.977007282216393,0.927187253255174,0.958127069632764,0.95921661416286,0.989948707799521
2020,"H014","Medium",0.941706166833771,0.943107135743109,0.998514517750696,0.878777683929318,0.931789879033093,0.928403855435816,0.931006341474203,0.91661754801647,0.939216946343709,0.918100769303113,0.942389357267863
2020,"H015","Large",1,1,1,0.979089916785492,0.979089916785492,0.965108602109779,0.969899414905186,0.924273400388203,0.998036666436325,0.924831100182366,0.999312240329414
2020,"H016","Medium",0.994636960784543,1,0.994636960784543,0.868544658660077,0.868544658660077,0.969088355180064,0.973413254365154,0.939610364678146,0.993335763637561,0.944028758807826,0.998964346453774
2020,"H017","Small",0.980795096977856,1,0.980795096977856,0.943663900952948,0.943663900952948,0.956359954507058,0.973228896241264,0.928534492651855,0.978692331831299,0.938907188546493,0.999127800713419
2020,"H018","Small",0.971318328094502,0.980921803517857,0.990209744151966,0.796899221554309,0.812398316253556,0.95265647672804,0.966305566294279,0.932601216861285,0.969573734527795,0.951943699081397,0.979692822392903
2020,"H019","Small",1,1,1,1.00000000000002,1.00000000000002,0.952872973241535,0.962810893353883,0.904307878099367,0.998938890793905,0.896969298574717,0.998948815181341
2020,"H020","Large",0.862486891188094,0.901662483240521,0.956551822017001,0.804144701460057,0.891846690315881,0.847869070103857,0.889391500411582,0.834132993208044,0.861461304542033,0.875340725892077,0.900963144324942
2020,"H021","Medium",1,1,1,0.903492302823601,0.903492302823601,0.972738132145351,0.977295177600762,0.945822110391119,0.996805716925081,0.948811077698595,0.999207665163639
2020,"H022","Large",0.946446870993113,0.979539941454858,0.96621570079869,0.883432854406833,0.901885484214883,0.926292965823101,0.960942661305543,0.905452871120515,0.945226937324886,0.915972995011637,0.978555433902875
2020,"H023","Large",0.98504562415133,0.999267813259638,0.985767389963343,0.974780600246144,0.975494844636679,0.958812094364467,0.979767094536725,0.931013196740409,0.982669385228691,0.941313491711544,0.998929766126486
2020,"H024","Large",0.905495057545333,0.927393652036533,0.976386948041847,0.828290245643422,0.893137713229455,0.888398523323012,0.91217466715563,0.87449950332612,0.903067772919016,0.892948509609816,0.926325259038711
2020,"H025","Medium",1,1,1,0.893711185831851,0.893711185831851,0.978507096031184,0.980379794275576,0.963126560861468,0.998327913694212,0.956775839922357,0.999327420655134
2020,"H026","Large",1,1,1,1.00000000000001,1.00000000000001,0.977676778761661,0.962978838255503,0.951298384643693,0.998925513811005,0.902771862179447,0.997986145034922
2020,"H027","Medium",0.944272453021443,0.951094074644113,0.992827605802063,0.870997137507463,0.915784422096604,0.922518199328379,0.93147567763361,0.892721704031295,0.942632351339967,0.907696222432193,0.949721755359715
2020,"H028","Small",0.938895525062602,0.954366092821192,0.983789692577135,0.844767784840671,0.885161146435391,0.925851366212822,0.942655336106925,0.916777661861576,0.93743176330879,0.930721138236078,0.953365384882613
2020,"H029","Medium",0.993751296212359,0.997383067377573,0.996358699797498,0.971381620110807,0.973930330163784,0.969508584663623,0.980065699274797,0.929856248358504,0.992422456944265,0.951366690001989,0.996692371112832
2020,"H030","Small",0.961716648159335,1,0.961716648159335,0.826992468200814,0.826992468200814,0.945163161839633,0.965636097252165,0.928896867680689,0.959948422050994,0.924312680843706,0.99886956311343
2020,"H031","Large",0.971764187186347,0.971917305658439,0.999842457304546,0.937584125337619,0.964674792679445,0.952121229421689,0.95547334708071,0.929456034616467,0.970276826018345,0.927816907150963,0.971235739869615
2020,"H032","Medium",0.964237852242108,0.971730964509337,0.992288902442239,0.82046692694833,0.844335476499521,0.952709452396576,0.960837730414586,0.939514205553379,0.961811509891579,0.947993202505829,0.970712351660811
2020,"H033","Small",0.897517784985842,0.916709024454922,0.979065069769013,0.747187033633938,0.815075464189105,0.883137679499858,0.904299106528287,0.86649805125721,0.896409502957909,0.886239770149557,0.916227365611346
2020,"H034","Small",1,1,1,0.90033712142013,0.90033712142013,0.955331716275591,0.963753651017117,0.900597677884578,0.999129685984612,0.909016830231574,0.998656865963605
2020,"H035","Small",0.918276572297469,0.954421306760177,0.962129162240308,0.858522925818247,0.899521961357441,0.906386398453183,0.943326884721458,0.894302983017391,0.917169316634312,0.929918276170769,0.953856721620712
2020,"H036","Small",0.954926243446998,0.967458087413911,0.987046628551722,0.940225157293554,0.971851049182757,0.932436033174189,0.949234227609006,0.905787231831017,0.952894410803257,0.916898175560092,0.965958256581025
2020,"H037","Medium",1,1,1,0.982487822273428,0.982487822273428,0.965697291419184,0.969217499071953,0.943365740657882,0.997908518440704,0.938185541521946,0.998971981868318
2020,"H038","Medium",0.896229520769605,0.900906214438657,0.994808900644597,0.849468734762925,0.942904734309351,0.880569079311865,0.888135558532333,0.861150436904858,0.894482975019628,0.865696446484949,0.900447036056794
2020,"H039","Medium",0.897187195165716,0.901284767181272,0.995453632231718,0.784028175880588,0.86990061790637,0.88444063947328,0.890045186868764,0.873212151284526,0.895842861559104,0.878583424761113,0.900814625674911
2020,"H040","Small",1,1,1,0.869368334339363,0.869368334339363,0.970137466306737,0.976558020851743,0.942402750313733,0.99850910275112,0.951899632171892,0.998850101555567
2020,"H041","Medium",0.919919967411673,0.929552915486368,0.989637009454534,0.807288398906927,0.868469546442691,0.899737970983478,0.916755578000658,0.87557706837424,0.916738424831066,0.893630895207479,0.928923840130004
2020,"H042","Small",1,1,1,1.00000000000002,1.00000000000002,0.970069794074826,0.963340230842225,0.939211165506031,0.998850890489621,0.900626857538755,0.999291103928429
2020,"H043","Medium",0.902190744575362,0.905488615618303,0.996357909987981,0.796614885407673,0.879762452743499,0.887848637074512,0.890239975389452,0.874762022657891,0.901092149710185,0.875074663944398,0.904294504997385
2020,"H044","Small",0.953794646579268,0.995895407290519,0.957725720589683,0.784915309829071,0.78815034599321,0.940546678150797,0.982561875620619,0.929298899065461,0.953103378863989,0.966687639182832,0.995020039912364
2020,"H045","Large",0.911976478340985,0.986201938392549,0.924736043236189,0.923416536186653,0.936336160210522,0.900569605123324,0.973670454222884,0.890483338758566,0.910718764228002,0.949563853004034,0.98573613119122
2020,"H046","Large",0.92808224442832,0.997133765052612,0.930749992584347,0.943537841149487,0.946250016014354,0.907670610405945,0.979150519697283,0.885470841654459,0.927165865992605,0.933416233376116,0.996309692639185
